Dataset,Filename,id_in_dataset,relative_path,real/sim,id
Room Impulse Response and Noise Database,RWCP_type2_rir_cirline_ofc_imp110.wav,178,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type2_rir_cirline_ofc_imp130.wav,179,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type3_rir_cirline_ofc_imp_rev.wav,180,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_000l.wav,181,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_000r.wav,182,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m10l.wav,183,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m10r.wav,184,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m20l.wav,185,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m20r.wav,186,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m30l.wav,187,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m30r.wav,188,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m40l.wav,189,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m40r.wav,190,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m50l.wav,191,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m50r.wav,192,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m60l.wav,193,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m60r.wav,194,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m70l.wav,195,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m70r.wav,196,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m80l.wav,197,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m80r.wav,198,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m90l.wav,199,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_m90r.wav,200,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p10l.wav,201,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p10r.wav,202,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p20l.wav,203,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p20r.wav,204,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p30l.wav,205,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p30r.wav,206,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p40l.wav,207,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p40r.wav,208,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p50l.wav,209,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p50r.wav,210,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p60l.wav,211,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p60r.wav,212,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p70l.wav,213,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p70r.wav,214,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p80l.wav,215,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p80r.wav,216,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p90l.wav,217,RIRS_NOISES/real_rirs_isotropic_noises,real,
Room Impulse Response and Noise Database,RWCP_type4_rir_p90r.wav,218,RIRS_NOISES/real_rirs_isotropic_noises,real,
